PPI,Interactor,Crispr,PPI_symbol,Interactor_symbol,Crispr_symbol,PPI_bait,Interactor_dataset,Crispr_contrast
9606.ENSP00000349727,9606.ENSP00000376345,9606.ENSP00000360609,DOK3,GRB2,HSP90AB1,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000349727,9606.ENSP00000376345,9606.ENSP00000432768,DOK3,GRB2,CKAP5,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000349727,9606.ENSP00000376345,9606.ENSP00000373905,DOK3,GRB2,DNM2,Apa,rna_model,high_IFNB
9606.ENSP00000349727,9606.ENSP00000376345,9606.ENSP00000251968,DOK3,GRB2,TSG101,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000300093,FUBP1,BRCA1,PLK1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000346032,9606.ENSP00000376345,FUBP1,ANXA2,GRB2,Apa,snp_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000320171,9606.ENSP00000222247,FUBP1,PKM,RPL18A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000320171,9606.ENSP00000346015,FUBP1,PKM,RPL27A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000318177,9606.ENSP00000366604,FUBP1,,SF1,Apa,,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000482313,FUBP1,BRCA1,RECQL4,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000378851,9606.ENSP00000220849,FUBP1,MAPK1IP1L,EIF3E,Apa,atac_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000320171,9606.ENSP00000362413,FUBP1,PKM,PGK1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000305556,9606.ENSP00000313007,FUBP1,PCBP1,PABPC1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000384273,FUBP1,BRCA1,RELA,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000358089,9606.ENSP00000379182,FUBP1,TIAL1,RAE1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000415536,FUBP1,BRCA1,POLR2H,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000359804,9606.ENSP00000223029,9606.ENSP00000364794,FUBP1,,IARS,Apa,,TNFpos_iNOSpos
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000395654,FUBP1,BRCA1,SMARCA4,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000264954,9606.ENSP00000419851,FUBP1,GRPEL1,GMPS,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000267415,FUBP1,BRCA1,TINF2,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000275053,FUBP1,BRCA1,MMS22L,Apa,methyl_model,high_IFNB
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000294008,FUBP1,BRCA1,SLX4,Apa,methyl_model,high_IFNB
9606.ENSP00000359804,9606.ENSP00000418960,9606.ENSP00000325863,FUBP1,BRCA1,MRE11A,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000420714,SFPQ,EFTUD2,MRPS14,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000341885,SFPQ,EFTUD2,RPS2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000272418,SFPQ,EFTUD2,MRPS5,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000308897,SFPQ,EFTUD2,MRPL11,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000464342,SFPQ,EFTUD2,RPL36,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000345957,SFPQ,EFTUD2,RPS21,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000363018,SFPQ,EFTUD2,RPL10A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000222247,SFPQ,EFTUD2,RPL18A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000346015,SFPQ,EFTUD2,RPL27A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000354522,9606.ENSP00000055077,SFPQ,TOP1,RFC2,Apa,snp_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000199814,SFPQ,EFTUD2,RBM22,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000307863,9606.ENSP00000416951,SFPQ,U2AF2,ZC3H18,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000307863,9606.ENSP00000400591,SFPQ,U2AF2,SNRPE,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000307863,9606.ENSP00000215793,SFPQ,U2AF2,SF3A1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000317334,SFPQ,HDAC1,TCP1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000261531,9606.ENSP00000432768,SFPQ,SNW1,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000307863,9606.ENSP00000485022,SFPQ,U2AF2,U2AF1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000252622,SFPQ,EFTUD2,LSM7,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000307863,9606.ENSP00000366604,SFPQ,U2AF2,SF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000268483,SFPQ,EFTUD2,TXNL4B,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000305422,SFPQ,HDAC1,CEBPB,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000354522,9606.ENSP00000482313,SFPQ,TOP1,RECQL4,Apa,snp_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000341826,9606.ENSP00000258149,SFPQ,HNRNPA1,MDM2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000341826,9606.ENSP00000313007,SFPQ,HNRNPA1,PABPC1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000448665,SFPQ,HDAC1,CEBPZ,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000225296,SFPQ,EFTUD2,DHX33,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000343535,SFPQ,HDAC1,USP7,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000384273,SFPQ,HDAC1,RELA,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000345771,9606.ENSP00000301788,SFPQ,PFKM,POLR2G,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000360532,9606.ENSP00000220496,SFPQ,CDC5L,DNAJC17,Apa,atac_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000261531,9606.ENSP00000400433,SFPQ,SNW1,HNRNPF,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000378402,9606.ENSP00000395654,SFPQ,SIN3A,SMARCA4,Apa,atac_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000227163,SFPQ,HDAC1,SPI1,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000349748,9606.ENSP00000296702,9606.ENSP00000347184,SFPQ,TCERG1,HTT,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000374213,SFPQ,HDAC1,EP400,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000335321,9606.ENSP00000264028,SFPQ,SF3B1,ARCN1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000392094,9606.ENSP00000253023,SFPQ,EFTUD2,UBE2M,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000360532,9606.ENSP00000429084,SFPQ,CDC5L,UBR5,Apa,atac_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000360532,9606.ENSP00000306682,SFPQ,CDC5L,PPM1D,Apa,atac_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000369270,SFPQ,HDAC1,RREB1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000313199,9606.ENSP00000302768,SFPQ,HNRNPD,PAIP1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000349748,9606.ENSP00000362649,9606.ENSP00000354720,SFPQ,HDAC1,SMC3,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000479618,9606.ENSP00000300093,NONO,MYC,PLK1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000296702,9606.ENSP00000199814,NONO,TCERG1,RBM22,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000307863,9606.ENSP00000416951,NONO,U2AF2,ZC3H18,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000307863,9606.ENSP00000400591,NONO,U2AF2,SNRPE,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000307863,9606.ENSP00000215793,NONO,U2AF2,SF3A1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000317334,NONO,HDAC1,TCP1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000418770,9606.ENSP00000362060,NONO,PARK7,NDUFS5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000307863,9606.ENSP00000485022,NONO,U2AF2,U2AF1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000276079,9606.ENSP00000243563,9606.ENSP00000252622,NONO,SNRPA,LSM7,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000307863,9606.ENSP00000366604,NONO,U2AF2,SF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000305422,NONO,HDAC1,CEBPB,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000258149,NONO,HDAC1,MDM2,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000276079,9606.ENSP00000326806,9606.ENSP00000313007,NONO,NCBP2,PABPC1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000448665,NONO,HDAC1,CEBPZ,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000479618,9606.ENSP00000343535,NONO,MYC,USP7,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000479618,9606.ENSP00000384273,NONO,MYC,RELA,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000479618,9606.ENSP00000247843,NONO,MYC,YEATS4,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000326806,9606.ENSP00000400433,NONO,NCBP2,HNRNPF,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000227163,NONO,HDAC1,SPI1,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000276079,9606.ENSP00000296702,9606.ENSP00000347184,NONO,TCERG1,HTT,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000479618,9606.ENSP00000374213,NONO,MYC,EP400,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000369270,NONO,HDAC1,RREB1,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000276079,9606.ENSP00000362649,9606.ENSP00000354720,NONO,HDAC1,SMC3,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000325827,9606.ENSP00000292807,SEC23B,SEC16A,AP2M1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000373312,9606.ENSP00000432768,SEC23B,SEC13,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000428564,9606.ENSP00000219169,SEC23B,SEC24B,NUTF2,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000310226,9606.ENSP00000267199,SEC23B,RAB1B,VPS33A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000373312,9606.ENSP00000367721,SEC23B,SEC13,NUP160,Apa,protein_model,low_IFNB
9606.ENSP00000338844,9606.ENSP00000373312,9606.ENSP00000355465,SEC23B,SEC13,AHCTF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000463393,9606.ENSP00000264028,SEC23B,SEC22B,ARCN1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000463393,9606.ENSP00000253023,SEC23B,SEC22B,UBE2M,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000338844,9606.ENSP00000405965,9606.ENSP00000294008,SEC23B,SUMO2,SLX4,Apa,protein_model,high_IFNB
9606.ENSP00000338844,9606.ENSP00000405965,9606.ENSP00000325863,SEC23B,SUMO2,MRE11A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000376345,9606.ENSP00000360609,PTPN23,GRB2,HSP90AB1,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000420714,PTPN23,PEBP1,MRPS14,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000272418,PTPN23,PEBP1,MRPS5,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000308897,PTPN23,PEBP1,MRPL11,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000339844,PTPN23,PEBP1,MRPL43,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000417602,PTPN23,PEBP1,MRPL47,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000261313,9606.ENSP00000377486,PTPN23,PEBP1,MRPL15,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000376345,9606.ENSP00000432768,PTPN23,GRB2,CKAP5,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000229270,9606.ENSP00000391481,PTPN23,TPI1,TKT,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000251968,9606.ENSP00000258149,PTPN23,,MDM2,Apa,,TNFpos_iNOSpos
9606.ENSP00000265562,9606.ENSP00000229270,9606.ENSP00000362413,PTPN23,TPI1,PGK1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000376345,9606.ENSP00000373905,PTPN23,GRB2,DNM2,Apa,rna_model,high_IFNB
9606.ENSP00000265562,9606.ENSP00000251968,9606.ENSP00000261015,PTPN23,,WDR12,Apa,,TNFpos_iNOSneg
9606.ENSP00000265562,9606.ENSP00000339186,9606.ENSP00000343957,PTPN23,GRAP2,IFNAR2,Apa,rna_model,low_IFNB
9606.ENSP00000280551,9606.ENSP00000377015,9606.ENSP00000292807,SEC24D,PICALM,AP2M1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000280551,9606.ENSP00000373312,9606.ENSP00000432768,SEC24D,SEC13,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000280551,9606.ENSP00000379568,9606.ENSP00000219169,SEC24D,ACBD5,NUTF2,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000280551,9606.ENSP00000373312,9606.ENSP00000367721,SEC24D,SEC13,NUP160,Apa,protein_model,low_IFNB
9606.ENSP00000280551,9606.ENSP00000373312,9606.ENSP00000355465,SEC24D,SEC13,AHCTF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000325827,9606.ENSP00000292807,SEC23A,SEC16A,AP2M1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000369897,9606.ENSP00000341885,SEC23A,CARS,RPS2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000306881,9606.ENSP00000369897,9606.ENSP00000345957,SEC23A,CARS,RPS21,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000369897,9606.ENSP00000346015,SEC23A,CARS,RPL27A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000373312,9606.ENSP00000432768,SEC23A,SEC13,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000428564,9606.ENSP00000219169,SEC23A,SEC24B,NUTF2,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000252512,9606.ENSP00000446215,SEC23A,XPO7,RAN,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000310226,9606.ENSP00000267199,SEC23A,RAB1B,VPS33A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000303145,9606.ENSP00000376472,SEC23A,,STT3A,Apa,,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000373312,9606.ENSP00000367721,SEC23A,SEC13,NUP160,Apa,protein_model,low_IFNB
9606.ENSP00000306881,9606.ENSP00000373312,9606.ENSP00000355465,SEC23A,SEC13,AHCTF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000463393,9606.ENSP00000264028,SEC23A,SEC22B,ARCN1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000463393,9606.ENSP00000253023,SEC23A,SEC22B,UBE2M,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000306881,9606.ENSP00000405965,9606.ENSP00000294008,SEC23A,SUMO2,SLX4,Apa,protein_model,high_IFNB
9606.ENSP00000306881,9606.ENSP00000405965,9606.ENSP00000325863,SEC23A,SUMO2,MRE11A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000292807,KHSRP,LRRK2,AP2M1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000300093,KHSRP,LRRK2,PLK1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000360609,KHSRP,LRRK2,HSP90AB1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000310129,KHSRP,LRRK2,PSMD2,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000341885,KHSRP,LRRK2,RPS2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000339844,KHSRP,DICER1,MRPL43,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000464342,KHSRP,DICER1,RPL36,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000363018,KHSRP,LRRK2,RPL10A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000417602,KHSRP,DICER1,MRPL47,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000377486,KHSRP,DICER1,MRPL15,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000199814,KHSRP,LRRK2,RBM22,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000326806,9606.ENSP00000416951,KHSRP,NCBP2,ZC3H18,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000326806,9606.ENSP00000400591,KHSRP,NCBP2,SNRPE,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000432768,KHSRP,LRRK2,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000458162,KHSRP,LRRK2,ACTB,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000349168,9606.ENSP00000366604,KHSRP,HNRNPH1,SF1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000361076,KHSRP,DICER1,RPL7A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000482313,KHSRP,BRCA1,RECQL4,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000341826,9606.ENSP00000258149,KHSRP,HNRNPA1,MDM2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000341826,9606.ENSP00000313007,KHSRP,HNRNPA1,PABPC1,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000384273,KHSRP,BRCA1,RELA,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000415536,KHSRP,BRCA1,POLR2H,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000287295,KHSRP,LRRK2,AIFM1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000349168,9606.ENSP00000222553,KHSRP,HNRNPH1,NAMPT,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000437256,9606.ENSP00000363574,KHSRP,DICER1,EIF6,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000341826,9606.ENSP00000400433,KHSRP,HNRNPA1,HNRNPF,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000395654,KHSRP,BRCA1,SMARCA4,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000367721,KHSRP,LRRK2,NUP160,Apa,protein_model,low_IFNB
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000373905,KHSRP,LRRK2,DNM2,Apa,protein_model,high_IFNB
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000351416,KHSRP,LRRK2,ANKRD17,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000267415,KHSRP,BRCA1,TINF2,Apa,methyl_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000275053,KHSRP,BRCA1,MMS22L,Apa,methyl_model,high_IFNB
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000294008,KHSRP,BRCA1,SLX4,Apa,methyl_model,high_IFNB
9606.ENSP00000381216,9606.ENSP00000418960,9606.ENSP00000325863,KHSRP,BRCA1,MRE11A,Apa,methyl_model,TNFpos_iNOSneg
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000363944,KHSRP,LRRK2,LAS1L,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000381216,9606.ENSP00000298910,9606.ENSP00000463559,KHSRP,LRRK2,MYL12B,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000200457,9606.ENSP00000391669,9606.ENSP00000376345,TRIP6,BCAR1,GRB2,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000200457,9606.ENSP00000368970,9606.ENSP00000206542,TRIP6,,OSGEP,Apa,,TNFpos_iNOSneg
9606.ENSP00000200457,9606.ENSP00000368970,9606.ENSP00000391481,TRIP6,,TKT,Apa,,TNFpos_iNOSneg
9606.ENSP00000200457,9606.ENSP00000368970,9606.ENSP00000356982,TRIP6,,UFC1,Apa,,TNFpos_iNOSpos
9606.ENSP00000200457,9606.ENSP00000368970,9606.ENSP00000348565,TRIP6,,UBA5,Apa,,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000292807,DNM2,LRRK2,AP2M1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000300093,DNM2,LRRK2,PLK1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000360609,DNM2,LRRK2,HSP90AB1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000310129,DNM2,LRRK2,PSMD2,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000341885,DNM2,LRRK2,RPS2,Apa,protein_model,TNFpos_iNOSpos
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000363018,DNM2,LRRK2,RPL10A,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000199814,DNM2,LRRK2,RBM22,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000362680,9606.ENSP00000430684,DNM2,SRC,IKBKB,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000432768,DNM2,LRRK2,CKAP5,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000458162,DNM2,LRRK2,ACTB,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000362680,9606.ENSP00000454207,DNM2,SRC,CAP1,Apa,rna_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000287295,DNM2,LRRK2,AIFM1,Apa,protein_model,TNFpos_iNOSneg
9606.ENSP00000373905,9606.ENSP00000298910,9606.ENSP00000367721,DNM2,LRRK2,NUP160,Apa,protein_model,low_IFNB
9606.ENSP00000373905,9606.ENSP00000484060,9606.ENSP00000347184,DNM2,PACSIN1,HTT,Apa,rna_model,TNFpos_iNOSneg
