PPI,Interactor,Crispr,PPI_symbol,Interactor_symbol,Crispr_symbol,PPI_bait,Interactor_dataset,Crispr_contrast
9606.ENSP00000220592,9606.ENSP00000297185,9606.ENSP00000464522,EIF2C2,HSPA9,TIMM23,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000335153,9606.ENSP00000284320,EIF2C2,HSP90AA1,TOMM70A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000346027,9606.ENSP00000424870,EIF2C2,RPL21,SRP19,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000363018,9606.ENSP00000361076,EIF2C2,RPL10A,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000216190,EIF2C2,GNB2L1,EIF3D,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000436049,EIF2C2,GNB2L1,EIF3M,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000220849,EIF2C2,GNB2L1,EIF3E,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000431800,EIF2C2,GNB2L1,EIF3F,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000229239,9606.ENSP00000391481,EIF2C2,GAPDH,TKT,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000335153,9606.ENSP00000258149,EIF2C2,HSP90AA1,MDM2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000229239,9606.ENSP00000362413,EIF2C2,GAPDH,PGK1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000356520,9606.ENSP00000359531,EIF2C2,DHX9,GTF2B,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000395772,9606.ENSP00000229214,EIF2C2,GNL3,KRR1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000347883,9606.ENSP00000343535,EIF2C2,PLEKHA7,USP7,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000398698,9606.ENSP00000384273,EIF2C2,TNF,RELA,Lpqn,rna_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000287295,EIF2C2,LRRK2,AIFM1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000346015,9606.ENSP00000455106,EIF2C2,RPL27A,BOP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000363018,9606.ENSP00000363574,EIF2C2,RPL10A,EIF6,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000346027,9606.ENSP00000376472,EIF2C2,RPL21,STT3A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000355890,9606.ENSP00000364794,EIF2C2,EPRS,IARS,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000364289,9606.ENSP00000400433,EIF2C2,NCBP1,HNRNPF,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000479488,9606.ENSP00000395654,EIF2C2,PHB,SMARCA4,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000367721,EIF2C2,LRRK2,NUP160,Lpqn,protein_model,low_IFNB
9606.ENSP00000220592,9606.ENSP00000335153,9606.ENSP00000347184,EIF2C2,HSP90AA1,HTT,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000395772,9606.ENSP00000238146,EIF2C2,GNL3,DDX55,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000373905,EIF2C2,LRRK2,DNM2,Lpqn,protein_model,high_IFNB
9606.ENSP00000220592,9606.ENSP00000335153,9606.ENSP00000376167,EIF2C2,HSP90AA1,GPS1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000356520,9606.ENSP00000406037,EIF2C2,DHX9,KAT8,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000346015,9606.ENSP00000261015,EIF2C2,RPL27A,WDR12,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000429374,9606.ENSP00000254730,EIF2C2,RPS20,EEFSEC,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000351416,EIF2C2,LRRK2,ANKRD17,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000313007,9606.ENSP00000429084,EIF2C2,PABPC1,UBR5,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000355890,9606.ENSP00000362576,EIF2C2,EPRS,YARS,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000346015,9606.ENSP00000264951,EIF2C2,RPL27A,XRN1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000270139,EIF2C2,GNB2L1,IFNAR1,Lpqn,protein_model,low_IFNB
9606.ENSP00000220592,9606.ENSP00000426909,9606.ENSP00000343957,EIF2C2,GNB2L1,IFNAR2,Lpqn,protein_model,low_IFNB
9606.ENSP00000220592,9606.ENSP00000364289,9606.ENSP00000325677,EIF2C2,NCBP1,RNF40,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000313007,9606.ENSP00000302768,EIF2C2,PABPC1,PAIP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000355011,9606.ENSP00000325863,EIF2C2,ILF2,MRE11A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000363944,EIF2C2,LRRK2,LAS1L,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000220592,9606.ENSP00000298910,9606.ENSP00000463559,EIF2C2,LRRK2,MYL12B,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000220592,9606.ENSP00000355011,9606.ENSP00000336721,EIF2C2,ILF2,LARP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000341885,GIGYF2,HBS1L,RPS2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000464342,GIGYF2,HBS1L,RPL36,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000345957,GIGYF2,HBS1L,RPS21,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000222247,GIGYF2,HBS1L,RPL18A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000346015,GIGYF2,HBS1L,RPL27A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000307863,9606.ENSP00000416951,GIGYF2,U2AF2,ZC3H18,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000307863,9606.ENSP00000400591,GIGYF2,U2AF2,SNRPE,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000307863,9606.ENSP00000215793,GIGYF2,U2AF2,SF3A1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000307863,9606.ENSP00000485022,GIGYF2,U2AF2,U2AF1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000387170,9606.ENSP00000478754,9606.ENSP00000252622,GIGYF2,DDX6,LSM7,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000307863,9606.ENSP00000366604,GIGYF2,U2AF2,SF1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000356811,9606.ENSP00000361076,GIGYF2,HBS1L,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000478754,9606.ENSP00000313007,GIGYF2,DDX6,PABPC1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000387170,9606.ENSP00000323046,9606.ENSP00000328854,GIGYF2,EXOSC3,NOC4L,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000323046,9606.ENSP00000358812,GIGYF2,EXOSC3,PDCD11,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000387170,9606.ENSP00000478754,9606.ENSP00000261015,GIGYF2,DDX6,WDR12,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000452181,9606.ENSP00000267199,9606.ENSP00000481126,VIPAS39,VPS33A,VPS11,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000362300,9606.ENSP00000360609,TNRC6B,AGO1,HSP90AB1,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000220592,9606.ENSP00000363018,TNRC6B,,RPL10A,Lpqn,,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000220592,9606.ENSP00000346015,TNRC6B,,RPL27A,Lpqn,,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000220592,9606.ENSP00000398698,TNRC6B,,TNF,Lpqn,,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000313007,9606.ENSP00000361076,TNRC6B,PABPC1,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000362300,9606.ENSP00000351416,TNRC6B,AGO1,ANKRD17,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000313007,9606.ENSP00000429084,TNRC6B,PABPC1,UBR5,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000313007,9606.ENSP00000302768,TNRC6B,PABPC1,PAIP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000401946,9606.ENSP00000313007,9606.ENSP00000336721,TNRC6B,PABPC1,LARP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000360532,9606.ENSP00000199814,KIAA0907,CDC5L,RBM22,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000307863,9606.ENSP00000416951,KIAA0907,U2AF2,ZC3H18,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000307863,9606.ENSP00000400591,KIAA0907,U2AF2,SNRPE,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000307863,9606.ENSP00000215793,KIAA0907,U2AF2,SF3A1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000307863,9606.ENSP00000485022,KIAA0907,U2AF2,U2AF1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000357304,9606.ENSP00000307863,9606.ENSP00000366604,KIAA0907,U2AF2,SF1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000360532,9606.ENSP00000225296,KIAA0907,CDC5L,DHX33,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000360532,9606.ENSP00000220496,KIAA0907,CDC5L,DNAJC17,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000360532,9606.ENSP00000429084,KIAA0907,CDC5L,UBR5,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000357304,9606.ENSP00000360532,9606.ENSP00000306682,KIAA0907,CDC5L,PPM1D,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000479606,9606.ENSP00000292807,VPS33B,CLTC,AP2M1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000365401,9606.ENSP00000376345,VPS33B,CCDC22,GRB2,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000356918,9606.ENSP00000258105,VPS33B,STX7,MRPL53,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000479606,9606.ENSP00000430684,VPS33B,CLTC,IKBKB,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000356918,9606.ENSP00000267199,VPS33B,STX7,VPS33A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000327650,9606.ENSP00000223369,9606.ENSP00000356982,VPS33B,YKT6,UFC1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000327650,9606.ENSP00000265062,9606.ENSP00000251968,VPS33B,RAB7A,TSG101,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000223127,9606.ENSP00000376056,9606.ENSP00000341885,PLOD3,EEF1B2,RPS2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000223127,9606.ENSP00000376056,9606.ENSP00000464342,PLOD3,EEF1B2,RPL36,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000223127,9606.ENSP00000376056,9606.ENSP00000345957,PLOD3,EEF1B2,RPS21,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000223127,9606.ENSP00000331901,9606.ENSP00000346015,PLOD3,EEF1G,RPL27A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000223127,9606.ENSP00000376056,9606.ENSP00000361076,PLOD3,EEF1B2,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000223127,9606.ENSP00000331901,9606.ENSP00000429084,PLOD3,EEF1G,UBR5,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000329219,9606.ENSP00000387261,9606.ENSP00000376345,FMNL1,PSTPIP2,GRB2,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000329219,9606.ENSP00000239940,9606.ENSP00000373905,FMNL1,PFN2,DNM2,Lpqn,methyl_model,high_IFNB
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000420714,MTHFD1,MRPL49,MRPS14,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000341885,MTHFD1,MRPL49,RPS2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000272418,MTHFD1,MRPL49,MRPS5,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000308897,MTHFD1,MRPL49,MRPL11,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000341082,MTHFD1,MRPL49,MRPL20,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000339844,MTHFD1,MRPL49,MRPL43,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000308275,MTHFD1,MRPL49,MRPL38,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000258105,MTHFD1,MRPL49,MRPL53,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000461930,MTHFD1,MRPL49,MRPS21,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000484903,MTHFD1,MRPL49,MRPL45,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000363018,MTHFD1,MRPL49,RPL10A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000346015,MTHFD1,MRPL49,RPL27A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000417602,MTHFD1,MRPL49,MRPL47,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000279242,9606.ENSP00000377486,MTHFD1,MRPL49,MRPL15,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000371253,9606.ENSP00000367893,MTHFD1,GART,SEPHS1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000216605,9606.ENSP00000405388,9606.ENSP00000392353,MTHFD1,CA10,PSMG4,Lpqn,snp_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000215793,9606.ENSP00000360609,SF1,SF3A1,HSP90AB1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000365439,9606.ENSP00000376345,SF1,HNRNPK,GRB2,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000420714,SF1,EFTUD2,MRPS14,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000341885,SF1,EFTUD2,RPS2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000272418,SF1,EFTUD2,MRPS5,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000308897,SF1,EFTUD2,MRPL11,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000464342,SF1,EFTUD2,RPL36,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000246868,9606.ENSP00000258105,SF1,SBDS,MRPL53,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000345957,SF1,EFTUD2,RPS21,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000363018,SF1,EFTUD2,RPL10A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000222247,SF1,EFTUD2,RPL18A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000346015,SF1,EFTUD2,RPL27A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000199814,SF1,EFTUD2,RBM22,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000307863,9606.ENSP00000400591,SF1,U2AF2,SNRPE,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000402653,9606.ENSP00000171111,SF1,WDR83,KEAP1,Lpqn,rna_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000305230,9606.ENSP00000210060,SF1,SRP9,DHPS,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000307863,9606.ENSP00000485022,SF1,U2AF2,U2AF1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000252622,SF1,EFTUD2,LSM7,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000268483,SF1,EFTUD2,TXNL4B,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000305230,9606.ENSP00000424870,SF1,SRP9,SRP19,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000305230,9606.ENSP00000361076,SF1,SRP9,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000365439,9606.ENSP00000258149,SF1,HNRNPK,MDM2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000404121,9606.ENSP00000313007,SF1,ILF3,PABPC1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000225296,SF1,EFTUD2,DHX33,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000360532,9606.ENSP00000220496,SF1,CDC5L,DNAJC17,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000349168,9606.ENSP00000222553,SF1,HNRNPH1,NAMPT,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000296702,9606.ENSP00000347184,SF1,TCERG1,HTT,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000335321,9606.ENSP00000264028,SF1,SF3B1,ARCN1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000392094,9606.ENSP00000253023,SF1,EFTUD2,UBE2M,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000360532,9606.ENSP00000429084,SF1,CDC5L,UBR5,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000360532,9606.ENSP00000306682,SF1,CDC5L,PPM1D,Lpqn,atac_model,TNFpos_iNOSneg
9606.ENSP00000366604,9606.ENSP00000313199,9606.ENSP00000302768,SF1,HNRNPD,PAIP1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000430684,SCYL2,MTOR,IKBKB,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000219476,SCYL2,MTOR,TSC2,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000431800,SCYL2,MTOR,EIF3F,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000362092,SCYL2,MTOR,RRAGC,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000354061,9606.ENSP00000356354,9606.ENSP00000356982,SCYL2,PCMT1,UFC1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000262319,SCYL2,MTOR,TELO2,Lpqn,methyl_model,TNFpos_iNOSpos
9606.ENSP00000354061,9606.ENSP00000354558,9606.ENSP00000278671,SCYL2,MTOR,LAMTOR1,Lpqn,methyl_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000292807,DDX1,LRRK2,AP2M1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000300093,DDX1,LRRK2,PLK1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000360609,DDX1,LRRK2,HSP90AB1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000310129,DDX1,LRRK2,PSMD2,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000341885,DDX1,LRRK2,RPS2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000370745,9606.ENSP00000339063,9606.ENSP00000464342,DDX1,EEF1A1,RPL36,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000345957,DDX1,EIF2S1,RPS21,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000363018,DDX1,LRRK2,RPL10A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000339063,9606.ENSP00000222247,DDX1,EEF1A1,RPL18A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000339063,9606.ENSP00000346015,DDX1,EEF1A1,RPL27A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000199814,DDX1,LRRK2,RBM22,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000432768,DDX1,LRRK2,CKAP5,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000355011,9606.ENSP00000206542,DDX1,ILF2,OSGEP,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000458162,DDX1,LRRK2,ACTB,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000339063,9606.ENSP00000361076,DDX1,EEF1A1,RPL7A,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000325863,9606.ENSP00000482313,DDX1,,RECQL4,Lpqn,,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000216190,DDX1,EIF2S1,EIF3D,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000436049,DDX1,EIF2S1,EIF3M,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000220849,DDX1,EIF2S1,EIF3E,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000431800,DDX1,EIF2S1,EIF3F,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000341826,9606.ENSP00000258149,DDX1,HNRNPA1,MDM2,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000370745,9606.ENSP00000341826,9606.ENSP00000313007,DDX1,HNRNPA1,PABPC1,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000287295,DDX1,LRRK2,AIFM1,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000341826,9606.ENSP00000400433,DDX1,HNRNPA1,HNRNPF,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000367721,DDX1,LRRK2,NUP160,Lpqn,protein_model,low_IFNB
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000373905,DDX1,LRRK2,DNM2,Lpqn,protein_model,high_IFNB
9606.ENSP00000370745,9606.ENSP00000256383,9606.ENSP00000254730,DDX1,EIF2S1,EEFSEC,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000351416,DDX1,LRRK2,ANKRD17,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000339063,9606.ENSP00000362576,DDX1,EEF1A1,YARS,Lpqn,protein_model,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000325863,9606.ENSP00000305480,DDX1,,FEN1,Lpqn,,TNFpos_iNOSneg
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000363944,DDX1,LRRK2,LAS1L,Lpqn,protein_model,TNFpos_iNOSpos
9606.ENSP00000370745,9606.ENSP00000298910,9606.ENSP00000463559,DDX1,LRRK2,MYL12B,Lpqn,protein_model,TNFpos_iNOSneg
