MouseSymbol,mouseUPID
Foxs1,Q61574
Fpgs,P48760
Fpgt,G5E8F4
Tnni3k,Q5GIG6
Fpr1,P33766
Fpr2,A0A2I3BPU6
Fpr3,O08790
Fpr-rs3,O88537
Fpr-rs4,A4FUQ5
Fpr-rs6,Q3SXG2
Fpr-rs7,Q71MR7
Fpr2,A0A2I3BPU6
Fpr3,O08790
Fpr-rs3,O88537
Fpr-rs4,A4FUQ5
Fpr-rs6,Q3SXG2
Fpr-rs7,Q71MR7
Fra10ac1,Q8BP78
Fras1,Q80T14
Frat1,B2RU64
Peg12,Q9WVA7
Frat2,Q8K025
Frem1,Q684R7
Frem2,Q6NVD0
Frem3,F8WHZ0
Frey1,Q8CF31
Frg1,P97376
Frg2f1,Q6P3A2
Frg2f1,Q6P3A2
Frg2f1,Q6P3A2
Frk,Q922K9
Frmd3,Q8BHD4
Frmd4a,Q8BIE6
Frmd4b,Q920B0
Frmd5,Q6P5H6
Frmd6,Q8C0V9
Frmd7,A2AD83
Frmd8,Q3UFK8
Frmd8,Q3UFK8
Frmpd1,A2AKB4
Frmpd2,A0A140LI67
Frmpd3,Q8BXG0
Frmpd4,A2AFR3
Frrs1,Q8K385
Frrs1l,B1AXV0
Frs2,Q3UUR4
Frs3,D3Z2C8
Fry,E9Q8I9
Fryl,Q9CS05
Frzb,P97401
Fsbp,Q8BKE5
Fscb,E9QJV1
Fscn1,Q61553
Fscn2,Q32M02
Fscn3,Q9QXW4
Fsd1,Q7TPM6
Fsd1l,Q8BYN5
Fsd2,Q8BZ52
Fshb,A0A0F7RQR1
Fshr,P35378
Fsip1,Q9D3V5
Fsip2,A2ARZ3
Fst,P47931
Fstl1,Q62356
Fstl3,Q8BJD6
Fstl4,Q5STE3
Fstl5,Q8BFR2
Ftcd,Q91XD4
Fth1,P09528
Fthl17a,Q9DAX0
Fthl17b,A2AHC5
Fthl17c,A2AHC6
Fthl17d,Q3SXD1
Fthl17e,Q99MX2
Fthl17f,Q3SXD2
Fthl17a,Q9DAX0
Fthl17b,A2AHC5
Fthl17c,A2AHC6
Fthl17d,Q3SXD1
Fthl17e,Q99MX2
Fthl17f,Q3SXD2
Ftl1,P29391
Ftl2-ps,P49945
Ftmt,Q9D5H4
Fto,Q8BGW1
Ftsj1,Q91XA6
Ftsj3,Q9DBE9
Fubp1,Q91WJ8
Fubp3,Q8BYI4
Fuca1,Q99LJ1
Fuca2,Q99KR8
Fundc1,Q9DB70
Fundc2,Q9D6K8
Fundc2b,Q9D9Q3
Fuom,Q8R2K1
Furin,P23188
Fus,Q91VQ2
Fut1,O09160
Fut10,Q5F2L2
Fut11,Q8BHC9
Fut2,Q9JL27
Sec1,P97353
Fut4,Q544B8
Fut7,Q11131
Fut8,Q9WTS2
Fut9,O88819
Fuz,Q3UYI6
Fxn,Q6PDS4
Fxr1,Q61584
Fxr2,Q9WVR4
Fxyd1,A0A0U1RPU6
Fxyd2,Q04646
Fxyd3,Q80UV3
Fxyd4,A0A0N4SVY0
Fxyd5,Q3TDW1
Fxyd6,Q9D164
Fxyd7,P59648
Fyb,O35601
Fyb2,E9PZ08
Fyco1,Q8VDC1
Fyn,P39688
Fyttd1,Q91Z49
Fzd1,O70421
Fzd10,Q71S95
Fzd10os,Q3TYX6
Fzd2,Q9JIP6
Fzd3,Q3UYZ0
Fzd4,Q8BLL2
Fzd5,Q9EQD0
Fzd6,Q8R382
Fzd7,Q61090
Fzd8,Q61091
Fzd9,Q9R216
Fzr1,Q3U3D4
G0s2,Q545U0
G2e3,Q5RJY2
G3bp1,Q571F9
G3bp2,P97379
G6pc,P35576
G6pc2,Q9Z186
G6pc3,Q6NSQ9
G6pd2,P97324
G6pdx,Q790Y8
Gaa,P70699
Gab1,Q9QYY0
Gab2,Q9Z1S8
Gab3,Q8BSM5
Gabarap,Q9DCD6
Gabarapl1,Q8R3R8
Gabarapl2,P60521
Gabbr1,Q9WV18
Gabbr2,Q80T41
Gabpa,Q00422
Gabpb1,Q00420
Gabpb2,P81069
Gabra1,P62812
Gabra2,Q544G1
Gabra3,Q8CAB3
Gabra4,Q543Z0
Gabra5,O88964
Gabra6,P16305
Gabrb1,Q53WT3
Gabrb2,P63137
Gabrb3,P63080
Gabrd,Q8VBV6
Gabre,Q9JLE8
Gabrg1,Q9R0Y8
Gabrg2,P22723
Gabrg3,P27681
Gabrp,Q8QZW7
Gabrq,Q3TP00
Gabrr1,P56475
Gabrr2,P56476
Gabrr3,Q3URA6
Gad1,P48318
Gad2,P48320
Gadd45a,Q3UMH6
Gadd45b,P22339
Gadd45g,Q9R0S0
Gadd45gip1,Q9CR59
Gadl1,E9QP13
Gak,Q99KY4
Gal,Q3V002
Gal3st1,Q9JHE4
Gal3st2,A2RTS9
Gal3st2b,J3QMJ1
Gal3st2c,Q3ULK5
Gal3st3,P61315
Gal3st4,Q3V1B8
Galc,P54818
Gale,B1AV54
Galk1,Q9R0N0
Galk2,Q8BWB2
Galm,Q3TZ44
Galns,Q571E4
Galnt1,O08912
Galnt10,Q6P9S7
Galnt11,Q921L8
Galnt12,Q60GT3
Galnt13,Q8CF93
Galnt14,Q8BVG5
Galnt15,Q9D2N8
Galnt16,Q9JJ61
Galnt17,Q7TT15
Galnt18,Q59J91
Galnt2,Q6PB93
Galnt3,P70419
Galnt4,O08832
Galnt5,Q8C102
Galnt6,Q8C7U7
Galnt7,Q80VA0
Galnt9,Q7TQL0
Galntl5,Q9D4M9
Galntl6,Q8BJR4
Galp,Q810H5
Galr1,P56479
Galr2,O88854
Galr3,O88853
Galt,Q03249
Gamt,O35969
Gan,F6TZU3
Ganab,Q8BHN3
Ganc,Q8BVW0
Gap43,P06837
Gapdh,P16858
Gm10358,A0A1D5RLD8
Gm3839,S4R1W1
Gapdhs,Q64467
Gapt,Q8CB93
Gapvd1,Q6PAR5
Gar1,Q9CY66
Garem1,Q3UFT3
Garem2,Q6PAJ3
Garin1a,E9Q5P2
Garin1b,Q3UZD7
Garin2,Q80W24
Garin3,B9EKM7
Garin4,B7XG49
Garin5a,A1L3C1
Garin5b,Q8C626
Garnl3,Q3V0G7
Garre1,Q8C5X1
Gars,Q9CZD3
Gart,Q64737
Gas1,Q7TNT6
Gas2,Q9D699
Gas2l1,Q8JZP9
Gas2l2,Q5SSG4
Gas2l3,Q3UWW6
Gas5,V9H1D0
Gas6,Q61592
Gas7,Q60780
Gas8,Q60779
Gask1a,Q3UY90
Gask1b,Q3UPI1
Gast,P48757
Gata1,P17679
Gata2,Q9DC59
Gata3,Q3U223
Gata4,Q08369
Gata5,P97489
Gata6,Q61169
Gatad1,Q920S3
Gatad2a,Q8CHY6
Gatad2b,Q8VHR5
Gatb,Q99JT1
Gatc,Q8CBY0
Gatd1,Q8BFQ8
Gatd3a,A0A1W2P870
Gatm,Q9D964
Gba,P17439
Gba2,Q69ZF3
Gbe1,G3UW30
Gbf1,Q8R0M4
Gbgt1,Q8VI38
Gbp2,Q9Z0E6
Gbp2b,Q01514
Gbp2,Q9Z0E6
Gbp2b,Q01514
Gbp2,Q9Z0E6
Gbp2b,Q01514
Gbp3,Q61107
Gbp7,Q91Z40
Gbp5,Q8CFB4
Gbp10,Q000W5
Gbp11,Q2TA93
Gbp4,Q61594
Gbp6,A0A0G2JDV3
Gbp8,Q2V6D6
Gbp9,Q8BTS3
Gbp3,Q61107
Gbp7,Q91Z40
Gbx1,P82976
Gbx2,P48031
Gc,P21614
Gca,Q8VC88
Gcat,Q9CZ08
Gcc1,Q9D4H2
Gcc2,Q8CHG3
Gcdh,Q60759
Gcfc2,Q8BKT3
Gcg,P55095
Gcgr,Q61606
Gch1,Q3UC70
Gchfr,P99025
Gck,P52792
Gckr,Q91X44
Gclc,P97494
Gclm,Q4FJZ6
Gcm1,P70348
Gcm2,O09102
Gcn1,E9PVA8
Gcnt1,Q09324
Gcnt2,P97402
Gcnt3,Q5JCT0
Gcnt4,E9Q649
Gcnt7,Q3V3K7
Myzap,Q3UIJ9
Polr2m,Q6P6I6
Gcsam,Q6RFH4
Gcsh,Q91WK5
Gda,Q71RH6
Gdap1,O88741
Gdap1l1,Q8VE33
Gdap2,Q9DBL2
Gde1,Q9JL56
Gdf1,P20863
Gdf10,P97737
Gdf11,Q9Z1W4
Gdf15,Q9Z0J7
Gdf2,Q9WV56
Gdf3,Q07104
Gdf5,P43027
Gdf6,P43028
Gdf7,P43029
Gdf9,Q7TPZ4
Gdi1,P50396
Gdi2,Q61598
Gdnf,P48540
Gdpd1,Q9CRY7
Gdpd2,Q9ESM6
Gdpd3,Q99LY2
Gdpd4,Q3TT99
Gdpd5,Q640M6
Gdpgp1,Q3TLS3
Gem,P55041
Gemin2,Q9CQQ4
Gemin4,Q8K1K1
Gemin5,Q8BX17
Gemin6,Q9CX53
Gemin7,D3Z684
Gemin8,Q8BHE1
Gen1,Q8BMI4
Get1,Q8K0D7
Get3,O54984
Get4,Q9D1H7
Gfap,P03995
Gfer,P56213
Gfi1,P70338
Gfi1b,O70237
Gfm1,Q8K0D5
Gfm2,Q8R2Q4
Gfod1,Q3UHD2
Gfod2,D3Z3T3
Gfpt1,P47856
Gfpt2,Q9Z2Z9
Gfra1,P97785
Gfra2,O08842
Gfra3,O35118
Gfra4,Q9JJT2
Gfral,Q6SJE0
Gfus,Q5HZI6
Gfy,A0A1B0GRI3
Gga1,Q8R0H9
Gga2,Q6P5E6
Gga3,Q8BMI3
Ggact,Q923B0
Ggct,Q9D7X8
Ggcx,Q9QYC7
Ggh,Q9Z0L8
Ggn,Q80WJ1
Ggnbp1,Q6K1E7
Ggnbp2,Q5SV77
Ggps1,Q9CZZ6
Ggt1,Q4FK56
Ggt1,Q4FK56
Ggt1,Q4FK56
Ggt5,Q9Z2A9
Ggt6,Q6PDE7
Ggt7,Q99JP7
Ggta1,Q8C2H7
Ggt1,Q4FK56
Ggt1,Q4FK56
Ggt1,Q4FK56
Gh,P06880
Gh,P06880
Ghdc,Q99J23
Ghitm,Q91VC9
Ghr,P16882
Ghrh,Q544X5
Ghrhr,P32082
Ghrl,Q9EQX0
Ghsr,Q99P50
Gid4,Q9CPY6
Gid8,Q9D7M1
Gigyf1,Q99MR1
Gigyf2,Q6Y7W8
Gimap1,Q3TFI6
Gimap3,Q99MI6
Gimap5,Q8BWF2
Gimap4,Q99JY3
Gimap3,Q99MI6
Gimap5,Q8BWF2
Gimap6,Q8K349
Gimap7,Q8R379
Gimap8,Q75N62
Gimd1,A0A1D5RM22
Gin1,Q8K259
Ginm1,Q3UN36
Gins1,Q8K1A2
Gins2,Q9D600
Gins3,A0A1D5RLV2
Gins4,Q99LZ3
Gip,P48756
Gipc1,A0A1D5RMN2
Gipc2,Q9Z2H7
Gipc3,Q8R5M0
Gipr,Q0P543
Git1,Q5F258
Git2,Q80XR8
Gja1,P23242
Gja6,Q6S5G4
Gja10,Q9WUS4
Gja3,Q64448
Gja4,Q6PHB9
Gja5,Q8CAG8
Gja1,P23242
Gja6,Q6S5G4
Gja8,Q548M7
Gjb1,A0A654IEJ3
Gjb2,Q3UY12
Gjb3,Q6TPJ0
Gjb4,Q8C677
Gjb5,Q91XA4
Gjb6,Q3UYK0
Gjc1,Q8C783
Gjc2,Q8BQU6
Gjc3,Q921C1
Gjd2,O54851
Gjd3,Q91YD1
Gjd4,Q8BSD4
Gje1,Q3YA38
Gk,Q64516
Gykl1,Q9WU64
Gk2,Q8BW08
Gk5,Q8BX05
Gkap1,Q9JMB0
Gkn1,Q9CR36
Gkn2,Q9CQS6
Gkn3,Q9D0T7
Gla,Q8BGZ6
Glb1,Q99KV2
Glb1l,Q8VC60
Glb1l2,Q3UPY5
Glb1l3,A2RSQ1
Glcci1,Q8K3I9
Glce,Q9EPS3
Gldc,Q9CRJ4
Gldn,Q8BMF8
Gle1,Q8R322
Glg1,Q61543
Gli1,P47806
Gli2,A5A9W3
Gli3,Q3UMJ8
Glipr1,Q4QQK5
Glipr1l1,Q9DAG6
Glipr1l3,A0A1W2P7V2
Glipr1l2,Q9CQ35
Glipr2,Q9CYL5
Glis1,Q8K1M4
Glis2,Q8VDL9
Glis3,Q6XP49
Glmn,Q8BZM1
Glmp,Q9JHJ3
Glo1,Q9CPU0
Glod4,Q9CPV4
Glod5,Q9D8I3
Glp1r,O35659
Glp2r,Q5IXF8
Glra1,Q64018
Glra2,Q3UTL8
Glra3,Q91XP5
Glra4,Q61603
Glrb,P48168
Glrx,Q3U6L3
Glrx2,Q923X4
Glrx3,Q9CQM9
Glrx5,Q80Y14
Gls,D3Z7P3
Gls2,Q571F8
Glt1d1,A4FUP9
Glt6d1,Q2NKH9
Glt8d1,Q6NSU3
Glt8d2,Q640P4
Gltp,Q9JL62
Gltpd2,J3KMU5
Glud1,P26443
Glud1,P26443
Glul,P15105
Glyat,Q91XE0
Glyatl3,E9Q5L8
Glycam1,Q02596
Glyctk,Q8QZY2
Glyr1,Q922P9
Gm2a,Q60648
Gmcl1,Q920G9
Gmcl1,Q920G9
Gmds,J3QMC6
Gmeb1,Q9JL60
Gmeb2,P58929
Gmfb,Q9CQI3
Gmfg,Q3U6A4
Gmip,Q6PGG2
Gml,Q9QUL5
Gml2,Q9Z0Q1
Gmnc,Q3URY2
Gmnn,Q3V295
Gmppa,Q922H4
Gmppb,Q8BTZ7
Gmpr,F6VY18
Gmpr2,Q99L27
Gmps,Q3THK7
Gna11,P21278
Gna12,Q2NKI3
Gna13,P27601
Gna14,P30677
Gna15,P30678
Gnai1,Q61018
Gnai2,P08752
Gnai3,Q9DC51
Gnal,Q8CGK7
Gnao1,P18872
Gnaq,P21279
Gnas,Q9Z0F1
Gnat1,P20612
Gnat2,Q9D7B3
Gnat3,B2RVZ3
Gnaz,O70443
Gnb1,P62874
Gnb1l,Q9EQ15
Gnb2,P62880
Gnb3,Q8BMQ1
Gnb4,P29387
Gnb5,P62881
Gne,Q91WG8
Gng10,Q9CXP8
Gng11,P61953
Gng12,Q9DAS9
Gng13,Q9JMF3
Gng14,B2RVA4
Gng2,P63213
Gng3,P63216
Gng4,Q3UFJ8
Gng5,Q80SZ7
Gng5c,A0A3B2WD42
Gng7,Q61016
Gng8,P63078
Gngt1,Q61012
Gngt2,Q61017
Gnl1,P36916
Gnl2,Q99LH1
Gnl3,Q8CI11
Gnl3l,S4R2Q1
Gnmt,Q9QXF8
Gnpat,P98192
Gnpda1,O88958
Gnpda2,Q9CRC9
Gnpnat1,Q3THZ8
Gnptab,Q69ZN6
Gnptg,Q6S5C2
Gnrh1,Q3UTE9
Gnrhr,Q01776
Gns,Q8BFR4
Golga1,Q9CW79
Golga2,Q921M4
Golga3,P55937
Golga4,Q91VW5
Golga5,Q9QYE6
Golga7,Q91W53
Golga7b,Q9D428
Golgb1,Q9CTU9
Golim4,Q8BXA1
Golm1,Q91XA2
Golm2,Q6P2L7
Golph3,Q9CRA5
Golph3l,Q8R088
Golt1a,A0A0A6YXE9
Golt1b,Q3UKL2
Gon4l,E9Q507
Gon7,J3QK34
Gopc,Q8BH60
Gorab,Q8BRM2
Gorasp1,Q91X51
Gorasp2,Q99JX3
Gosr1,O88630
Gosr2,O35166
Got1,P05201
Got1l1,Q7TSV6
Got2,P05202
Gp1ba,O35930
Gp1bb,B2RR03
Gp2,Q9D6X7
Gp5,Q9QZU3
Gp6,P0C191
Gp9,O88186
Gpa33,Q9JKA5
Gpaa1,Q9WTK3
Gpalpp1,Q69ZC8
Gpam,Q61586
Gpank1,Q61858
Gpat2,Q14DK4
Gpat3,Q8C0N2
Gpat4,Q8K2C8
Gpatch1,Q9DBM1
Gpatch11,Q3UFS4
Gpatch2,Q7TQC7
Gpatch2l,Q6PE65
Gpatch3,Q8BIY1
Gpatch4,Q3TFK5
Gpatch8,A2A6A1
Gpbar1,Q14AA9
Gpbp1,Q6NXH3
Gpbp1l1,Q6NZP2
Gpc1,Q8CD04
Gpc2,Q3TU56
Gpc3,Q9QZF1
Gpc4,P51655
Gpc5,Q8CAL5
Gpc6,Q8R3X6
Gpcpd1,Q8C0L9
Gpd1,P13707
Gpd1l,Q3ULJ0
Gpd2,Q64521
Gper1,Q8BMP4
Gpha2,A2RSW3
Gphb5,Q812B2
Gphn,Q8BUV3
Gpi1,P06745
Gpihbp1,A0A087WPI6
Gpkow,Q56A08
Gpld1,Q9DBH3
Gpm6a,Q8R1P3
Gpm6b,P35803
Gpn1,Q4VAB2
Gpn2,Q8VEJ1
Gpn3,Q9D3W4
Gpnmb,Q99P91
Gpr101,Q80T62
Gpr107,Q8BUV8
Gpr108,Q91WD0
Gpr119,Q7TQP3
Gpr12,A0A0G2JGQ1
Gpr132,Q9Z282
Gpr135,A7E1Z8
Gpr137,Q80ZU9
Gpr137b,Q8BNQ3
Gpr137c,Q9CU42
Gpr139,Q80UC8
Gpr141,Q7TQP0
Gpr141b,Q8BLT7
Gpr142,Q80UE0
Gpr143,P70259
Gpr146,Q99LE2
Gpr149,Q3UVY1
Gpr15,Q0VDU3
Gpr150,Q8BL07
Gpr151,Q7TSN6
Gpr152,Q8BXS7
Gpr153,Q8K0Z9
Gpr155,U5PZE9
Gpr156,Q6PCP7
Gpr157,Q8C206
Gpr158,Q8C419
Gpr15lg,A0A0B4J1N3
Gpr160,Q3U3F9
Gpr161,B2RPY5
Gpr162,Q3UN16
Gpr165,Q9D359
Gpr17,Q6NS65
Gpr171,Q8BG55
Gpr173,Q6PI62
Gpr174,Q3U507
Gpr176,Q80WT4
Gpr179,Q8BFV4
Gpr18,Q8K1Z6
Gpr180,Q8BPS4
Gpr182,G3X9R9
Gpr183,Q3U6B2
Gpr19,Q61121
Gpr20,Q8BYC4
Gpr21,Q8BX79
Gpr22,Q8BZL4
Gpr25,P0C5I1
Gpr26,Q8BZA7
Gpr27,O54897
Gpr3,P35413
Gpr31b,F8VQN3
Gpr33,D8VER2
Gpr34,Q9CTM7
Gpr35,Q8CB97
Gpr37,Q9QY42
Gpr37l1,A1L151
Gpr39,Q5U431
Gpr4,Q80T57
Ffar3,Q08AU6
Gpr45,Q8CA29
Gpr50,O88495
Gpr52,P0C5J4
Gpr55,Q14BW0
Gpr6,Q2M2N8
Gpr61,Q8C010
Gpr62,Q80UC6
Gpr63,Q9EQQ3
Gpr65,Q61038
Gpr68,Q8BFQ3
Gpr75,Q6X632
Asb3,Q9WV72
Gpr82,Q8BZR0
Gpr83,P30731
Gpr84,Q8CIM5
Gpr85,P60894
Gpr87,Q99MT7
Gpr88,B2RXU4
Gpr89,Q8BS95
Gpr89,Q8BS95
Gprasp1,Q5U4C1
Bhlhb9,Q6PB60
Gprasp2,Q8BUY8
Bhlhb9,Q6PB60
Gprasp2,Q8BUY8
Gprc5a,Q8BHL4
Gprc5b,Q923Z0
Gprc5c,Q8K3J9
Gprc5d,Q9JIL6
Gprc6a,Q8K4Z6
Gprin1,Q3UNH4
Gprin2,Q8C7Z8
Gprin3,Q8BWS5
Gps1,Q99LD4
Gps2,Q9WV81
Gpsm1,Q6IR34
Gpsm2,Q8VDU0
Gpsm3,Q3U1Z5
Gpt,Q566C3
Gpt2,Q8BGT5
Gpx1,P11352
Gpx2,Q9JHC0
Gpx3,P46412
Gpx4,O70325
Gpx5,P21765
Gpx6,Q91WR8
Gpx7,V9GXV4
Gpx8,Q9D7B7
Gramd1a,Q8VEF1
Gramd1b,Q80TI0
Gramd1c,Q8CI52
Gramd2a,Q3V3G7
Gramd2b,Q6PEM6
Gramd4,Q8CB44
Grap,Q9CX99
Grap2,Q3U0E8
Grap,Q9CX99
Grb10,Q60760
Grb14,Q9JLM9
Grb2,Q60631
Grb7,Q03160
Greb1,Q3UHK3
Greb1l,B9EJV3
Grem1,Q3UY25
Grem2,Q3TST1
Grep1,Q8BXD2
Grhl1,Q921D9
Grhl2,Q8K5C0
Grhl3,Q5FWH3
Grhpr,Q3T9Z2
Gria1,Q9CUV0
Gria2,P23819
Gria3,Q9Z2W9
Gria4,Q9Z2W8
Grid1,Q61627
Grid2,Q61625
Grid2ip,Q0QWG9
Grifin,Q9D1U0
Grik1,Q8K0C2
Grik2,P39087
Grik3,B1AS29
Grik4,Q8BMF5
Grik5,Q61626
Grin1,P35438
Grin2a,P35436
Grin2b,Q01097
Grin2c,A2A6S2
Grin2d,Q03391
Grin3a,A2AIR5
Grin3b,Q91ZU9
Grina,Q9ESF4
Grip1,Q925T6
Grip2,Q499W6
Gripap1,Q8VD04
Grk1,Q4V9Z9
Grk2,Q99MK8
Grk3,Q3UYH7
Grk4,O70291
Grk5,Q8VEB1
Grk6,O70293
Grm1,P97772
Grm2,Q80T43
Grm3,Q9QYS2
Grm4,Q68EF4
Grm5,E9QMC2
Grm6,Q8CFQ7
Grm7,Q8BL09
Grm8,P47743
Grn,Q9D2V3
Grp,Q8R1I2
Grpel1,Q99LP6
Grpel2,O88396
Grpr,P21729
Grsf1,Q8C5Q4
Grtp1,Q9D3N8
Grwd1,Q810D6
Grxcr1,G3X9N2
Grxcr2,Q3TYR5
Gsap,Q3TCV3
Gsc,Q02591
Gsc2,P56916
Gsdma,Q9EST1
Gsdma2,Q32M21
Gsdma3,Q5Y4Y6
Gsdmc,G3UXG6
Gsdmc2,Q2KHK6
Gsdmc3,Q8CB12
Gsdmc4,Q3TR54
Gsdmd,Q9D8T2
Gsdme,Q8BYB2
Gse1,Q3U3C9
Gsg1,Q8R1W2
Gsg1l,D3Z7H4
Gsg1l2,M0QWL6
Gsk3a,D3Z7E5
Gsk3b,Q5KU03
Gskip,Q8BGR8
Gsn,A6PWS5
Gspt1,Q8R050
Gspt2,Q149F3
Gsr,P47791
Gss,Q541E2
Gm3776,Q6P8Q0
Gsta1,P13745
Gsta2,P10648
Gsta3,P30115
Gsta5,Q8K0V9
Gm3776,Q6P8Q0
Gsta1,P13745
Gsta2,P10648
Gsta3,P30115
Gsta5,Q8K0V9
Gm3776,Q6P8Q0
Gsta1,P13745
Gsta2,P10648
Gsta3,P30115
Gsta5,Q8K0V9
Gm3776,Q6P8Q0
Gsta1,P13745
Gsta2,P10648
Gsta3,P30115
Gsta5,Q8K0V9
Gstcd,Q5RL51
Gstk1,A0A0N4SVE5
Gstm1,P10649
Gstm2,D3YX76
Gstm3,P19639
Gstm6,O35660
Gstm7,Q80W21
Gstm5,P48774
Gstm4,A2AE91
Gstm1,P10649
Gstm2,D3YX76
Gstm3,P19639
Gstm6,O35660
Gsto1,O09131
Gsto2,Q9D2S1
Gstp1,P19157
Gstp2,P46425
Gstp3,Q8VC73
Gstt1,Q64471
Gstt2,Q61133
Gstt2,Q61133
Gstt4,E9PVU4
Gstz1,Q9JJA0
Gsx1,B2RQ55
Gsx2,Q3TXX0
Gtdc1,Q8BW56
Gtf2a1,Q99PM3
Gtf2a1l,Q8R4I4
Gtf2a2,Q3UT44
Gtf2b,P62915
Gtf2e1,Q9D0D5
Gtf2e2,Q9D902
Gtf2f1,Q3THK3
Gtf2f2,Q9CTB8
Gtf2h1,Q9DBA9
Gtf2h2,S4R2R0
Gtf2h2,S4R2R0
Gtf2h2,S4R2R0
Gtf2h3,Q3UZB8
Gtf2h4,Q542U3
Gtf2h5,Q8K2X8
Gtf2i,Q9ESZ8
Gtf2ird1,Q9JI57
Gtf2ird2,F7BET1
Gtf2ird2,F7BET1
Gtf3a,Q8VHT7
Gtf3c1,Q8K284
Gtf3c2,Q8BL74
Gtf3c3,Q3TMP1
Gtf3c4,Q8BMQ2
Gtf3c5,Q8R2T8
Gtf3c6,Q9D8P7
Gtpbp1,O08582
Gtpbp10,F8WHJ2
Gtpbp2,Q3UJK4
Gtpbp3,Q923K4
Gtpbp4,Q99ME9
Gtpbp6,Q3U6U5
Gtpbp8,Q9CY28
Gtse1,Q8R080
Gtsf1,F6SXE5
Gtsf1l,Q9CWD0
Guca1a,P43081
Guca1b,E9PWU1
Guca2a,P33680
Guca2b,Q9QUQ3
Gucd1,Q8BZI6
Gucy1a1,Q9ERL9
Gucy1a2,Q3UH83
Gucy1b1,Q80YP4
Gucy1b2,Q8BXH3
Gucy2c,Q3UWA6
Gucy2e,P52785
Gucy2f,Q5SDA5
Gucy2g,Q6TL19
Guf1,Q8C3X4
Guk1,Q64520
Gulo,P58710
Gulp1,Q8K2A1
Gusb,P12265
Gvin1,Q80SU7
Gvin2,H3BL64
Gxylt1,Q3UHH8
Gxylt2,Q3UMM9
Gyg,Q9R062
Gypa,Q3UKI2
Gypa,Q3UKI2
Gypc,Q78HU7
Gypa,Q3UKI2
Gys1,Q9Z1E4
Gys2,Q8VCB3
Gzf1,Q4VBD9
Gzma,P11032
Gzmb,Q4FJY0
Gzmc,P08882
Gzmd,P11033
Gzme,P08884
Gzmf,Q497Z7
Gzmg,P13366
Gzmn,Q920S1
Gzmb,Q4FJY0
Gzmc,P08882
Gzmd,P11033
Gzme,P08884
Gzmf,Q497Z7
Gzmg,P13366
Gzmn,Q920S1
Gzmk,Q9R0K0
Gzmm,Q9R1W7
H1f0,P10922
H1f1,P43275
H1f10,Q80ZM5
H1f2,Q5SZA3
H1f3,P43277
H1f4,P43274
H1f5,P43276
H1f6,Q07133
H1f7,Q8CJI4
H1f8,E0CZ52
H1f9,Q5SWB1
H2ab1,S4R1E0
H2ab2,S4R1M3
H2ab3,S4R1G7
H2ab1,S4R1E0
H2ab2,S4R1M3
H2ab3,S4R1G7
H2ab1,S4R1E0
H2ab2,S4R1M3
H2ab3,S4R1G7
H2ac1,Q8CGP4
H2ac15,Q8CGP7
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac12,A3KPD0
H2ac10,Q8CGP5
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac18,Q6GSS7
H2ac19,Q6GSS7
H2ac18,Q6GSS7
H2ac19,Q6GSS7
H2ac20,Q64523
H2ac21,Q64522
H2ac25,A2AB79
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2ac11,C0HKE5
H2ac13,C0HKE6
H2ac22,C0HKE7
H2ac23,C0HKE8
H2ac24,C0HKE9
H2ac4,C0HKE1
H2ac6,C0HKE2
H2ac7,C0HKE3
H2ac8,C0HKE4
H2aj,A0A0N4SV66
H2al1a,Q5M8Q2
H2al1b,A0A087WP11
H2al1c,Q5M8Q2
H2al1d,Q5M8Q2
H2al1e,Q810S6
H2al1f,Q5M8Q2
H2al1g,Q5M8Q2
H2al1h,Q5M8Q2
